"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42"
4.838,2.2234,0,0,2,0,0,33.3,0,0,6,1.397,3.229,0,9.909,0,0.977,1.145,0,0,0,1.22,3,0,0,0,2.291,0.004,0,0,1.145,0,0,5,0,3.502,1.697,2,7.886,0,0,"0"
4.732,2.2384,0,0,0,0,0,30,0,0,0,0,2.92,0,9.728,0,0.981,1.154,0,0,0,1.156,3,0,0,0,2.303,-0.021,0,0,0.5,0,0,6,0,3.369,1.625,2,7.49,0,0,"0"
5.013,1.8267,2,1,16,0,7,42.4,2,5,14,-1.123,4.692,1.541,11.371,5,1.019,1.121,0,0,0,1.277,5,0,1,0,2.415,0,0,35.613,4.374,0,4,13,1,4.304,2.444,5,9.956,0,1,"0"
5.126,2.3232,0,1,11,0,7,47.2,1,3,11,0,4.103,0.832,10.931,6,1.02,1.117,0,1,0,1.282,4,0,0,0,2.418,0,0,22.238,3.982,0,4,8,1,3.956,2.594,3,9.333,0,0,"0"
5.325,3.1038,4,0,2,0,6,50,0,2,2,-1.249,4.049,0.789,10.761,6,1.114,1.095,0,0,0,1.331,3,0,1,0,2.534,0,0,22.671,1.13,0,4,2,1,4.274,3.085,1,9.567,0,4,"0"
4.923,2.4754,1,0,0,0,2,47.1,0,1,0,0,3.392,0.664,9.946,2,1.011,1.107,0,0,0,1.271,2,0,1,0,2.387,-0.007,0,0,1.563,0,1,0,0,3.922,2.178,0,8.669,0,1,"0"
4.214,2.8141,0,0,0,0,0,33.3,2,0,0,0,2.582,1.459,8.755,0,0.961,1.138,0,0,0,1.27,0,0,0,0,1.902,-0.197,0,0,2.052,0,0,0,0,3.09,1.972,0,7.038,0,0,"0"
3.902,2.6931,2,0,0,0,0,30.8,2,0,0,0,3.401,2.322,8.881,0,0.985,1.139,0,0,0,1.241,0,0,1,0,1.919,-0.022,0,0,4.086,0,0,0,0,3.547,2.022,0,8.444,0,2,"0"
5.164,3.7343,4,0,0,1,0,27.3,2,0,0,0,3.525,1.379,9.874,0,1.075,1.131,0,0,0,1.305,0,0,1,0,2.136,0.138,0,0,1.496,0,0,0,0,4.099,2.956,0,9.051,0,4,"0"
4.17,3.6942,3,0,0,0,0,33.3,0,0,0,0.09,3.245,0.971,8.597,0,1.123,1.11,0,0,0,1.38,0,0,0,0,1.848,0.414,0,0,1.542,0,0,0,0,4.098,3.2,0,8.832,0,3,"0"
4.253,3.0445,0,0,2,0,0,27.8,0,0,2,0,3.226,2.252,9.598,0,0.97,1.155,0,0,0,1.191,0,0,0,0,2,-0.007,0,0,4.596,0,0,2,0,3.112,1.75,2,7.652,0,0,"0"
4.303,3.1413,0,0,0,0,0,23.5,2,1,0,0,2.587,1.459,8.815,2,0.991,1.164,0,0,0,1.072,0,0,0,0,1.932,-0.222,0,0,1.745,0,0,2,1,3.128,2.5,1,6.959,0,0,"0"
5.164,3.5612,0,0,0,1,0,26.3,4,2,0,0,2.756,1.379,9.874,6,0.998,1.153,0,0,0,1.091,0,0,0,0,2.136,0.131,0,0,1.496,0,0,0,2,3.278,2.893,0,7.268,0,0,"0"
5.098,3.4015,0,0,0,1,0,26.1,4,1,0,0,2.859,1.5,9.872,0,0.983,1.157,0,0,0,1.138,0,0,0,0,2.112,-0.073,0,0,2.472,0,0,4,2,3.271,2.344,1,7.383,0,0,"0"
5.236,3.8074,0,0,0,1,0,23.8,3,2,1,0,2.89,1.406,9.967,4,1.003,1.162,0,0,0,1.066,0,0,0,0,2.189,-0.078,0,0,1.309,0,0,3,4,3.311,2.969,1,7.37,0,0,"0"
4.491,3.6384,0,0,2,0,0,28.6,3,1,2,0,3.231,2.23,9.449,0,0.976,1.151,0,0,0,1.166,0,0,0,0,2.093,-0.007,0,0,2.764,0,0,3,1,3.167,2,1,7.528,0,0,"0"
3.879,2.8492,0,0,0,0,0,29.6,2,1,0,0,2.938,2.281,8.743,2,0.973,1.146,0,0,0,1.169,0,0,0,0,1.902,0.04,0,0,3.685,0,0,0,0,2.997,1.833,0,7.135,0,0,"0"
5.283,4.9583,0,0,0,4,0,29.6,10,4,0,0,3.781,2.161,11.219,14,0.988,1.146,0,0,0,1.164,0,0,0,0,2.298,0,0,0,5.013,0,0,0,0,3.48,2.1,0,8.553,0,0,"0"
5.333,4.7687,0,0,0,2,0,25.6,6,7,0,0,3.66,2.027,10.771,24,1.026,1.155,0,0,0,1.068,0,0,0,0,2.303,0,0,0,3.918,0,0,0,6,3.394,3.176,0,8.181,0,0,"0"
4.482,3.906,0,0,0,0,0,27.3,4,4,0,0,3.368,2.192,9.868,3,1.004,1.151,0,0,0,1.107,0,0,0,0,2.098,0.004,0,0,4.063,0,0,0,2,3.248,2.577,0,7.861,0,0,"0"
4.38,3.3651,0,2,4,0,0,23.1,0,2,4,-0.439,3.343,2.252,9.65,2,1.018,1.173,2,0,0,1.115,0,0,0,0,2.047,-0.008,0,21.129,4.178,0,0,4,6,3.366,3.028,4,8.066,0,0,"0"
4.947,4.3619,2,0,0,0,0,28.6,0,4,0,-2.409,4.298,1.371,9.956,4,1.101,1.126,0,0,0,1.246,0,1,0,0,2.214,-0.028,0,20.21,2.232,0,0,0,2,6.911,3.75,0,12.27,0,2,"0"
4.675,4.5744,0,0,0,0,0,27.3,0,6,0,-3.785,3.49,1.776,10.007,0,1.073,1.155,0,0,0,1.099,0,0,0,0,2.175,0.005,0,30.436,2.211,0,0,3,3,3.488,3.885,1,8.405,0,0,"0"
5.182,4.1948,3,0,0,0,0,21.1,2,2,0,0,3.463,1.837,9.966,2,1.007,1.119,0,0,0,1.35,0,0,0,0,2.175,0.045,0,0,2.244,0,0,0,0,4.828,2.46,0,9.521,0,0,"0"
5.184,3.9866,1,0,0,0,0,25,2,4,0,0,3.503,2.47,10.126,8,1.004,1.147,0,0,0,1.158,0,0,0,0,2.194,0.004,0,11.075,3.798,0,0,0,1,4.432,2.6,0,9.066,0,0,"0"
5.509,5.4486,2,0,0,0,0,29.6,6,1,0,0,5.083,2.383,10.95,6,0.961,1.132,0,0,0,1.397,0,0,0,0,2.414,0,0,0,3.022,0,0,0,0,10.428,1.604,0,14.7,0,0,"0"
5.349,4.4437,1,0,0,0,0,29.8,4,2,0,-0.024,4.494,2.184,10.42,3,0.973,1.134,0,0,0,1.343,0,0,0,0,2.318,0,0,11.379,1.951,0,0,0,0,10.323,2.005,0,14.008,0,0,"0"
5.333,4.5365,1,0,0,0,0,31.7,4,0,0,0,4.785,3.105,10.724,0,0.959,1.136,0,0,0,1.292,0,0,0,0,2.309,0,0,0,3.559,0,0,0,0,10.319,1.528,0,14.007,0,0,"0"
4.481,3.8606,0,0,0,0,0,36,0,0,3,0,3.135,1.895,9.292,0,0.971,1.136,0,0,0,1.285,0,0,0,0,2.074,-0.024,0,0,2.02,0,0,3,0,3.257,2.15,1,7.746,0,0,"0"
5.333,4.7127,0,0,0,2,0,27.9,6,5,0,0,3.631,2.027,10.771,18,1.003,1.15,0,0,0,1.107,0,0,0,0,2.303,0,0,0,3.918,0,0,0,4,3.386,2.706,0,8.143,0,0,"0"
5.138,3.6483,3,0,0,0,4,46.7,0,2,0,-1.188,3.792,1.124,10.297,4,1.085,1.1,0,0,0,1.31,1,0,1,0,2.368,0.004,0,10.567,1.45,0,3,0,1,4.147,3.139,0,9.259,0,3,"0"
4.732,3.2078,0,0,3,0,3,40,2,0,2,0,3.087,0.881,9.803,0,0.976,1.129,0,0,0,1.298,1,0,0,0,2.236,-0.024,0,0,0.95,0,1,2,2,3.695,2.111,1,8.095,0,0,"0"
4.616,2.8239,0,0,1,0,2,39.1,2,0,2,0,3.168,1.461,9.69,0,0.974,1.13,0,0,0,1.27,1,0,0,0,2.203,0.013,0,0,2.063,0,1,3,1,3.63,1.933,1,8.047,0,0,"0"
4.88,1.8312,0,0,1,0,1,40,0,2,4,0,3.6,0,10.272,0,0.998,1.127,0,0,0,1.195,3,0,0,0,2.375,0,0,0,2.221,0,1,4,0,3.627,1.956,1,8.602,0,0,"0"
4.596,3.2067,1,0,1,0,2,42.9,0,0,2,0,3.202,0.875,9.54,0,1.005,1.121,0,0,0,1.316,1,0,1,0,2.175,0.045,0,0,1.069,0,2,2,2,3.876,2.431,1,8.463,0,1,"0"
4.732,3.271,1,0,1,0,2,42.9,0,0,2,0,3.202,0.875,9.579,0,1.005,1.121,0,0,0,1.312,1,0,1,0,2.194,0.045,0,0,0.854,0,2,2,2,3.903,2.431,1,8.466,0,1,"0"
4.77,2.9221,0,0,1,0,2,39.1,2,0,2,0,3.175,1.185,9.882,0,0.974,1.13,0,0,0,1.27,1,0,0,0,2.236,0.013,0,0,1.74,0,1,2,2,3.651,2.067,1,8.096,0,0,"0"
5.005,1.8996,0,0,1,0,2,39.4,1,2,5,0,3.657,0.5,10.424,0,0.995,1.128,0,0,0,1.204,3,0,0,0,2.396,0,0,0,2.271,0,1,4,0,3.697,1.938,1,8.68,0,0,"0"
4.796,3.4006,0,0,2,0,2,41.2,1,2,2,0,3.278,1.185,9.882,4,1.024,1.127,0,1,0,1.253,1,0,0,0,2.243,0.015,0,20.317,1.686,0,1,2,0,3.835,2.933,1,8.497,0,0,"0"
4.923,3.5053,0,0,1,0,2,41.2,1,2,3,0,3.278,1.185,9.911,4,1.024,1.127,0,1,0,1.254,1,0,0,0,2.267,0.015,0,20.455,1.563,0,1,2,0,3.854,2.933,1,8.499,0,0,"0"
4.77,3.3176,0,0,1,0,2,41.2,1,2,2,0,3.278,1.185,9.882,4,1.024,1.127,0,1,0,1.253,1,0,0,0,2.236,0.015,0,20.236,1.74,0,1,2,0,3.83,2.933,1,8.497,0,0,"0"
5.027,3.4136,0,0,0,0,4,40.9,3,1,0,0,3.193,0.861,10.084,4,0.983,1.123,0,0,0,1.269,1,0,0,0,2.318,0.013,0,0,0.984,0,1,0,1,3.784,2.267,0,8.242,0,0,"0"
4.845,3.2928,0,0,3,0,3,38.1,1,1,2,0,3.198,1.185,9.902,2,0.993,1.133,0,0,0,1.241,1,0,0,0,2.267,0.014,0,0,1.393,0,2,2,2,3.718,2.25,1,8.175,0,0,"0"
5.979,2.4858,0,0,5,5,6,37.5,8,4,6,-3.631,4.672,1.621,11.98,10,1.033,1.162,0,0,1,1.152,2,0,0,0,2.508,0,0,24.703,7.425,0,4,6,3,3.867,3.161,2,9.671,0,7,"0"
5.369,2.4228,2,2,8,0,4,32.4,0,5,6,0,4.22,1.315,11.166,12,1.044,1.134,0,0,0,1.236,2,0,0,0,2.374,0,0,45.922,4.369,0,4,2,6,4.714,3,4,10.183,0,0,"0"
5.395,2.6091,1,0,0,2,8,40,8,2,0,0,4.144,1.006,11.361,6,0.982,1.119,0,0,0,1.301,2,0,0,0,2.449,0,0,0,3.714,0,4,0,2,4.055,2.147,0,9.332,0,0,"0"
4.849,3.0066,0,0,1,0,2,39.3,2,1,2,0,3.442,1.546,10.067,2,0.986,1.129,0,0,0,1.246,1,0,0,0,2.278,-0.002,0,10.413,2.303,0,1,4,0,3.682,2.256,1,8.33,0,0,"0"
5.313,3.3759,1,0,2,0,2,35,1,2,2,0,3.484,1.16,10.388,4,1.018,1.125,0,0,0,1.27,1,0,0,0,2.311,-0.008,0,21.444,1.833,0,1,1,2,4.725,2.932,1,9.496,0,0,"0"
5.38,3.8121,1,0,1,0,3,33.3,1,5,2,0,3.739,1.197,10.666,10,1.07,1.129,0,1,0,1.221,1,0,0,0,2.389,0.001,0,42.164,1.962,0,2,2,1,4.74,3.565,1,9.679,0,0,"0"
4.876,2.3994,0,0,10,0,4,42.9,2,0,10,0.401,3.793,0.662,10.516,0,0.985,1.126,0,0,0,1.289,2,0,0,0,2.298,0,0,0,4.008,0,2,4,3,3.742,2.102,3,8.832,0,0,"0"
4.795,3.1901,0,0,2,0,3,38.5,2,2,1,-0.44,3.464,1.662,10.144,5,1.002,1.131,0,0,0,1.237,1,0,0,0,2.278,-0.002,0,10.87,2.609,0,1,0,1,3.724,2.436,1,8.46,0,0,"0"
4.814,2.6622,6,0,0,0,0,33.3,0,0,0,0,5.219,0.76,10.54,0,0.999,1.112,0,0,0,1.452,1,1,0,0,2.247,0,1,0,1.366,0,0,0,0,6.918,1.861,0,13.359,0,6,"0"
4.821,1.7046,0,0,0,0,0,36.4,0,2,0,0,3.183,0,10.081,4,0.998,1.132,0,0,0,1.147,4,0,0,0,2.487,0.004,0,0,1.669,1,0,0,0,3.552,1.833,0,8.16,0,0,"0"
5.256,2.8227,0,0,0,1,0,37.5,3,1,0,1.509,3.163,0.861,10.335,2,0.98,1.13,0,0,0,1.277,1,0,0,0,2.327,0.012,0,11.013,1.037,0,0,0,0,3.597,2.258,0,8.072,0,0,"0"
5.105,2.1775,0,0,0,0,0,35.6,0,7,0,-3.756,4.024,1.009,10.889,18,1.022,1.134,0,0,0,1.153,2,0,0,0,2.381,0,0,46.833,4.315,4,0,0,2,3.644,2.935,0,8.901,0,0,"0"
5.312,2.3744,1,0,0,0,2,38.5,2,4,0,0,4.151,1.773,10.862,15,0.993,1.123,0,0,0,1.258,2,0,0,0,2.351,0,0,13.18,3.749,0,2,0,0,4.432,2.179,0,9.497,0,0,"0"
4.65,2.596,0,0,0,0,2,42.3,1,1,0,0,3.361,1.758,9.82,2,0.981,1.12,0,0,0,1.276,1,0,0,0,2.224,0.004,0,10.332,2.705,0,0,0,0,3.652,2.236,0,8.227,0,0,"0"
5.236,3.9253,5,0,0,0,6,46.2,0,1,0,0,3.967,0.799,10.434,2,1.123,1.09,0,0,0,1.352,1,0,1,0,2.414,0.004,0,0,0.873,0,6,0,1,4.295,3.046,0,9.557,0,5,"0"
4.985,2.0546,0,0,0,0,0,38.7,0,1,0,1.982,3.408,0.569,10.158,3,0.977,1.127,0,0,0,1.236,2,0,0,0,2.327,0.001,0,11.653,2.096,1,0,0,0,3.547,1.974,0,8.148,0,0,"0"
5.349,1.9393,0,0,0,0,7,49.2,3,1,0,0,4.332,0.541,11.225,3,0.977,1.106,0,0,0,1.312,4,0,0,0,2.5,0,0,0,2.737,0,1,0,1,3.882,1.989,0,9.367,0,0,"0"
5.535,2.4918,8,0,0,1,8,41.2,4,2,0,0,5.587,1.707,11.349,6,1.017,1.097,0,0,0,1.429,2,1,0,0,2.484,0,1,0,4.711,0,6,0,0,6.912,2.073,0,13.654,0,8,"0"
5.131,2.5259,0,0,0,0,3,50,0,3,0,-0.688,3.829,1.126,10.558,9,1.009,1.104,0,0,0,1.269,2,0,0,0,2.384,0,0,23.875,2.895,0,0,0,0,3.833,2.546,0,8.899,1,0,"0"
5.775,1.9708,0,0,8,2,0,36.7,5,2,4,0.232,4.057,1.81,11.419,8,0.98,1.133,0,0,0,1.234,6,0,0,0,2.678,0,0,26.695,3.151,2,0,3,0,3.855,2.067,1,8.917,0,0,"0"
5.029,2.7083,0,0,3,0,3,46.2,1,0,3,0,3.479,1.139,10.174,0,0.977,1.115,0,0,0,1.312,3,0,0,0,2.369,0.001,0,0,1.808,0,1,3,1,3.875,1.923,1,8.536,0,0,"0"
5.092,2.3662,0,0,0,0,2,41.9,2,0,0,0,3.418,0.985,10.296,0,0.966,1.121,0,0,0,1.293,3,0,0,0,2.387,0.001,0,0,1.554,1,0,0,0,3.696,1.731,0,8.28,0,0,"0"
5.493,2.3368,0,0,0,1,0,38.5,2,0,0,1.531,3.145,0.853,10.592,0,0.964,1.128,0,0,0,1.288,3,0,0,0,2.53,-0.006,0,0,0.818,2,0,0,0,3.662,1.708,0,8.011,0,0,"0"
5.352,2.412,1,0,0,0,5,58.3,0,2,0,-0.321,3.898,0.682,10.784,8,1.021,1.084,0,0,0,1.327,6,0,1,0,2.518,0,0,24.433,1.322,0,1,0,0,4.041,2.575,0,9.177,0,1,"0"
5.416,2.4805,1,0,3,0,7,51.9,0,3,3,-0.735,4.305,0.73,10.964,11,1.031,1.097,0,0,0,1.309,6,1,0,0,2.551,0,1,24.769,1.407,0,3,2,3,6.88,2.724,1,11.646,0,1,"0"
5.386,2.1526,0,0,0,0,6,60,0,2,0,-0.132,3.973,0.548,10.964,8,1.002,1.083,0,0,0,1.336,10,0,0,0,2.548,0,0,25.26,1.599,0,0,0,0,4.029,2.367,0,9.184,0,0,"0"
5.418,3.1295,10,0,0,0,12,54.5,0,0,0,0,5.692,0.72,11.151,0,1.078,1.022,0,0,0,1.617,2,1,0,0,2.532,0,1,0,2.359,0,10,0,0,6.991,2.159,0,13.877,0,10,"0"
4.893,2.2807,0,0,0,0,4,48.4,2,0,0,0,3.603,0.648,10.32,0,0.97,1.107,0,0,0,1.334,2,0,0,0,2.312,0,0,0,2.866,0,0,0,0,3.728,1.878,0,8.623,0,0,"0"
4.644,1.6696,0,0,2,0,0,31.8,1,1,4,0.135,3.937,4.12,10.222,3,0.973,1.144,0,0,0,1.175,1,0,0,0,2.306,0,0,11.381,9.52,0,0,1,1,3.532,1.819,2,8.485,0,0,"0"
4.802,2.6499,2,0,1,0,2,46.7,0,0,2,0.848,3.501,0.664,10.012,0,1.001,1.078,0,0,0,1.428,3,0,0,0,2.364,-0.007,0,0,1.146,0,2,2,1,4.177,2.1,1,8.992,0,0,"0"
4.802,1.7012,4,0,4,0,4,50,0,0,4,0,4.212,0,10.767,0,1.006,1.069,0,0,0,1.455,6,0,0,0,2.406,0,0,0,4.164,0,0,4,0,4.462,1.967,2,9.901,0,0,"0"
5.199,2.2119,0,3,10,0,5,46.4,1,1,12,0,3.826,0.604,10.853,2,1.006,1.12,0,0,0,1.301,7,0,0,3,2.726,0,0,0,2.47,0,2,10,1,4.403,2.137,3,9.363,0,0,"0"
4.414,3.1806,0,0,0,0,0,42.9,1,0,1,0,2.868,0.802,9.183,0,0.982,1.125,0,0,0,1.295,1,0,0,0,2.101,-0.077,0,0,0.975,0,0,3,0,3.579,2.095,1,7.821,0,0,"0"
4.414,3.2871,1,0,0,0,0,45.5,0,0,1,0,3.11,0.802,9.183,0,1.018,1.116,0,0,0,1.323,1,0,1,0,2.101,-0.081,0,0,0.975,0,0,2,0,3.867,2.397,1,8.386,0,1,"0"
4.499,3.1749,0,0,1,0,0,50,0,0,4,0,3.059,1.125,9.311,0,1.007,1.118,0,0,0,1.315,1,0,0,0,2.136,0.047,0,0,1.481,0,0,3,0,3.653,2.646,2,8.126,0,0,"0"
4.414,2.2803,0,0,0,0,0,30,0,0,1,0,2.736,0.802,9.183,0,0.97,1.149,0,0,0,1.178,1,0,0,0,2.101,-0.065,0,0,0.975,0,0,2,0,3.178,1.643,1,7.138,0,0,"0"
4,2.1902,0,0,0,0,0,25,0,0,0,0,2.605,0,8.623,0,0.984,1.166,0,0,0,1.107,1,0,0,0,2,0.121,0,0,0.667,0,0,4,2,3.061,1.833,2,6.883,0,0,"0"
4.93,2.6974,0,0,7,0,1,39.1,0,0,11,0,3.584,0.673,10.289,0,1.012,1.144,0,0,0,1.242,2,0,0,0,2.334,-0.001,0,0,2.214,0,0,2,4,3.835,2.405,5,8.682,0,0,"0"
5.022,1.587,2,2,14,0,10,44.7,4,4,22,-2.162,4.825,0.795,11.593,6,1.014,1.12,0,0,0,1.291,4,0,1,0,2.393,0,0,49.914,8.322,0,6,18,2,4.006,2.505,6,10.017,0,2,"0"
4.596,2.3621,0,0,0,0,0,30.4,2,0,1,0,2.867,0.875,9.54,0,0.969,1.148,0,0,0,1.2,1,0,0,0,2.175,0.037,0,0,1.069,0,0,4,1,3.247,1.708,1,7.325,0,0,"0"
4.799,3.2436,1,0,4,0,0,28,2,0,11,0,3.579,1.604,10.026,0,1.015,1.164,0,0,0,1.211,1,0,1,0,2.283,-0.002,0,0,2.211,0,0,2,2,3.949,2.316,5,8.723,0,1,"0"
4.816,3.2336,1,0,6,0,0,28.6,3,0,11,0,3.637,1.59,10.18,0,1.009,1.161,0,0,0,1.221,1,0,1,0,2.294,0.001,0,0,2.457,0,0,3,2,3.951,2.282,5,8.773,0,1,"0"
5.219,2.2204,0,0,0,1,0,39.6,5,3,0,2.753,3.964,1.362,11.07,11,0.989,1.126,0,0,0,1.257,2,0,0,0,2.616,0,0,24.463,4.097,2,0,0,0,3.791,2.322,0,9.014,0,0,"0"
5.065,3.2439,0,0,2,0,2,40.6,3,1,4,0.036,3.587,1.938,10.289,3,0.984,1.126,0,0,0,1.276,1,0,0,0,2.337,-0.001,0,11.766,2.563,0,1,4,0,3.728,2.233,1,8.541,0,0,"0"
5.216,1.781,0,0,3,1,0,38.8,4,4,3,1.53,4.066,1.092,11.197,15,1,1.129,0,0,0,1.225,4,0,0,0,2.613,0,0,37.047,4.681,2,0,2,0,3.848,2.413,1,9.13,0,0,"0"
4.992,2.5242,0,0,2,0,6,43.8,2,0,6,0,3.677,0.75,10.568,0,0.981,1.122,0,0,0,1.298,2,0,0,0,2.368,0,0,0,2.478,0,2,4,4,3.822,2.125,2,8.764,0,0,"0"
4.85,2.209,3,0,6,0,5,46.4,0,1,6,-0.374,4.117,0.697,10.609,2,1.033,1.111,0,0,0,1.318,2,0,1,0,2.299,0,0,11.732,4.266,0,5,4,2,4.051,2.544,2,9.469,0,3,"0"
4.593,2.9033,0,0,3,0,1,38.9,0,1,3,-0.536,3.232,1.461,9.665,1,1.01,1.136,0,0,0,1.231,1,0,0,0,2.175,0.015,0,10.28,2.298,0,1,2,3,3.601,2.683,2,8.2,0,0,"0"
5.014,2.7382,0,0,0,0,4,57.1,0,1,0,0,3.556,0,10.384,4,0.993,1.089,0,0,0,1.356,6,0,0,0,2.469,-0.001,0,0,1.305,0,0,0,0,4.066,2.013,0,8.83,0,0,"0"
3.932,3.2848,0,0,0,0,0,40,1,0,0,0,3.303,2.585,9.11,0,0.965,1.125,0,0,0,1.304,0,0,0,0,1.942,-0.007,0,0,4.891,0,0,0,0,3.244,1.958,0,7.937,0,0,"0"
3,1.9808,2,0,0,0,0,20,1,0,0,0,2.771,0.918,6.594,0,1.083,1.144,0,0,0,1.306,0,0,0,0,1.414,0.87,0,0,1.333,0,0,0,0,3.813,3.241,0,8.225,0,2,"0"
3,1.9184,2,0,0,0,0,20,1,0,0,0,3.572,0.918,6.594,0,1.064,1.123,0,0,0,1.439,0,1,0,0,1.414,0.803,0,0,1.333,0,0,0,0,6.87,2.787,0,11.578,0,2,"0"
3.618,2.2995,2,0,0,0,0,27.3,2,0,0,0,4.081,1.522,7.853,0,0.999,1.122,0,0,0,1.43,0,1,0,0,1.732,0.319,0,0,2.094,0,0,0,0,6.873,2,0,12.253,0,2,"0"
3.732,2.4553,2,0,0,0,0,28.6,2,0,0,0,3.09,1.585,8.16,0,1.005,1.14,0,0,0,1.258,0,0,1,0,1.802,-0.211,0,0,2.488,0,0,0,0,3.578,2.37,0,8.315,0,2,"0"
5.303,4.0011,4,0,0,1,0,29.4,4,0,0,0,4.758,1.392,10.053,0,1.013,1.109,0,0,0,1.461,0,1,0,0,2.236,0.038,0,0,1.164,0,0,0,0,6.89,2.028,0,12.947,0,4,"0"
5.646,4.7601,4,0,0,2,0,25,2,0,0,0,3.647,0.811,10.505,0,1.246,1.213,0,0,2,1.216,0,0,0,0,2.303,-0.094,0,0,1.411,0,0,0,0,4.281,4.368,0,9.233,0,6,"0"
4.562,4.3417,4,0,0,0,0,33.3,0,0,0,-0.198,3.486,0.918,9.184,0,1.177,1.101,0,0,0,1.384,0,0,0,0,2,-0.257,0,0,1.521,0,0,0,0,4.265,3.296,0,9.146,0,4,"0"
4.947,5.2014,6,0,0,0,0,40,0,0,0,-0.481,3.939,1.371,9.956,0,1.159,1.091,0,0,0,1.396,0,0,1,0,2.214,-0.028,0,0,2.232,0,0,0,0,4.288,3.133,0,9.591,0,6,"0"
5.13,3.5144,0,0,0,1,0,30,5,1,0,0,3.061,1.761,10.106,1,0.972,1.145,0,0,0,1.2,0,0,0,0,2.175,-0.021,0,0,2.729,0,0,0,1,3.292,2.108,0,7.587,0,0,"0"
5.311,3.9327,0,0,0,1,0,29,4,2,0,0,3.168,1.823,10.13,6,0.984,1.147,0,0,0,1.137,0,0,0,0,2.255,0.012,0,0,2.301,0,0,0,2,3.316,2.386,0,7.569,0,0,"0"
5.236,3.8422,0,0,0,1,0,25,4,3,0,0,2.906,1.406,9.967,9,1.014,1.156,0,0,0,1.063,0,0,0,0,2.189,-0.08,0,0,1.309,0,0,0,3,3.306,3.219,0,7.385,0,0,"0"
5.303,4.1328,0,0,0,1,0,23.8,4,4,0,0,3.037,1.392,10.053,12,1.029,1.159,0,0,0,1.044,0,0,0,0,2.236,0.047,0,0,1.164,0,0,0,4,3.331,3.472,0,7.491,0,0,"0"
4.347,3.0603,0,0,0,0,0,31,1,2,0,-0.082,3.192,2.3,9.338,3,0.986,1.143,0,0,0,1.167,0,0,0,0,2.011,0.013,0,10.622,4.098,0,0,0,0,3.357,2.288,0,7.732,0,0,"0"
4.243,1.4085,0,0,0,0,0,31.3,0,4,0,0,3.474,0,9.8,4,1.008,1.143,0,0,0,1.099,2,0,0,0,2.24,-0.001,0,0,5.475,0,0,0,0,3.347,2.048,0,8.242,0,0,"0"
5.197,3.9762,0,0,0,1,0,30.4,3,2,0,0.168,3.027,1.436,10.091,2,0.993,1.145,0,0,0,1.177,0,0,0,0,2.194,0.044,0,10.538,2.176,0,0,0,0,3.434,2.546,0,7.817,0,0,"0"
4.17,3.2655,0,0,0,0,0,25,0,1,0,0,2.488,0.971,8.597,2,1.007,1.163,0,0,0,1.161,0,0,0,0,1.848,0.397,0,9.431,1.542,0,0,0,0,3.232,3,1,7.151,0,0,"0"
5.334,5.7899,0,0,0,1,0,36,4,6,0,-0.95,4.052,2.273,10.952,24,1.009,1.133,0,0,0,1.204,0,0,0,0,2.328,0,0,34.898,3.178,0,0,0,0,3.593,2.74,0,8.991,0,0,"0"
4.236,2.9329,0,0,1,0,0,31.4,1,1,1,-0.155,3.64,3.128,9.766,1,0.972,1.144,0,0,0,1.192,0,0,0,0,1.991,0,0,10.523,7.244,0,0,1,2,3.309,1.981,1,8.07,0,0,"0"
4.724,1.7824,0,0,0,0,0,34.9,1,3,0,-0.779,4.016,3.711,10.425,6,0.98,1.135,0,0,0,1.212,1,0,0,0,2.31,0,0,22.241,9.474,1,0,0,0,3.637,2.087,0,8.645,0,0,"0"
5.332,5.554,0,0,0,1,0,36.6,1,6,0,-1.839,3.932,2.396,10.694,18,1.02,1.132,0,0,0,1.184,0,0,0,0,2.315,0,0,33.525,2.891,0,0,0,0,3.527,2.893,0,8.803,0,0,"0"
5.332,5.581,0,0,0,1,0,35.9,1,7,0,-2.172,3.942,2.396,10.694,21,1.032,1.133,0,0,0,1.169,0,0,0,0,2.315,0,0,33.28,2.891,0,0,0,1,3.529,3.083,0,8.813,0,0,"0"
5.145,4.4958,0,0,0,1,0,33.3,4,2,0,0.113,3.159,1.371,10.236,5,0.993,1.139,0,0,0,1.22,0,0,0,0,2.205,-0.025,0,10.837,2.499,0,0,0,0,3.578,2.608,0,8.085,0,0,"0"
4.414,3.81,1,0,0,0,0,28.6,2,2,0,-0.741,3.059,1.379,9.222,1,1.037,1.145,0,0,0,1.195,0,0,1,0,2,0.149,0,9.797,2.133,0,0,0,0,3.822,3.087,0,8.259,0,1,"0"
5.262,4.373,3,0,0,1,0,25,1,2,0,-1.461,3.438,0.863,10.026,0,1.174,1.135,0,0,1,1.244,0,0,0,0,2.175,0.161,0,9.625,1.435,0,0,0,1,4.263,4.036,0,9,0,3,"0"
5.342,5.7766,4,0,0,1,0,32.3,4,8,0,-1.429,5.191,4.189,11.504,24,0.979,1.135,0,0,0,1.218,0,0,0,0,2.338,0,0,53.149,7.261,0,0,0,0,3.663,1.938,0,9.972,0,0,"0"
